# Of Incr,Address,Adj Est.Amt#1,Adj Est.Amt#2,Adj Est.Date#1,Adj Est.Date#2,Application #,Approval Ext. Date,Approved Date,Auto Fire Detection,City,Client's Notes,Climate Zone,Closed Date,Complete Submittal Received Date,Construction Change Document Amt,Contracted Amt,EPR Approved Date,Energy Efficiency,Energy Notes,Estimated Amt,File #,HPI,HPI Hours,HPI Points,Included In Plan,OPSC #,Office ID,PTN #,Project Class,Project Name,Project Scope,Project Type,Project's Sq.footage,Received Date,Required,Required review services,SB 575,Special Type,Special review type,Sprinkler System,Zip,adjamt1,adjamt2,adjdate1,adjdate2,app_id,appextdate,client_id,comprecvdate,county_id,district_code,district_name,dsa_app_id,finalprojectcost,mode,new,notes,origin_id,project_name,ptn,sq,table_0_address,table_0_project_name,table_0_project_scope,url
0,8333 Kingsbridge Drive,,,,,120398,,5/3/2023,,Sacramento,"9/6/22 MPer: cleared and routed to plan review 
8/29/22 MPer: sent to Darin Paris for intake, due 08/31
8/25/22 $142,713.14 check received -JB",0,,,$0.00,"$24,208,323.00",,,,"$17,596,377.00",34-H2,,,,,,02,67314-339,Class 3,Sheldon High School (elk Grove Usd),"Alterations to 1-Campus Wide Modernization Fire Alarm, HVAC, ADA, 14 Perm. Bldgs, 44 Relo",School (K-12),,8/26/2022,,,,NA,,,95829,$0.00,$0.00,,,120398,,34-H2,,34,34-H2,Elk Grove Unified School District,02  120398,$0.00,0,0,"9/6/22 MPer: cleared and routed to plan review 
8/29/22 MPer: sent to Darin Paris for intake, due 08/31
8/25/22 $142,713.14 check received -JB",02,Sheldon High School (elk Grove Usd),67314-339,0,8333 Kingsbridge Drive,Sheldon High School (elk Grove Usd),"Alterations to 1-Campus Wide Modernization Fire Alarm, HVAC, ADA, 14 Perm. Bldgs, 44 Relo",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=120398
0,8333 Kingsbridge Drive,,,,,120091,,8/2/2022,,Sacramento,"06/02/22 MPer: cleared and routed to plan review 
05/31/22 MPer: sent to DP for INTK
05/25/22 $39,420.00 check received -JB",0,3/13/2024 9:14:24 AM,,"$323,740.00","$2,784,057.00",,,,"$3,800,000.00",34-H2,,,,,,02,67314-333,Class 3,Sheldon High School (elk Grove Usd),Alterations to 1-Classroom Building L; Reconstruction of 1-Classroom Building L,School (K-12),,5/27/2022,,,,NA,,,95829,$0.00,$0.00,,,120091,,34-H2,,34,34-H2,Elk Grove Unified School District,02  120091,"$3,107,797.00",0,0,"06/02/22 MPer: cleared and routed to plan review 
05/31/22 MPer: sent to DP for INTK
05/25/22 $39,420.00 check received -JB",02,Sheldon High School (elk Grove Usd),67314-333,0,8333 Kingsbridge Drive,Sheldon High School (elk Grove Usd),Alterations to 1-Classroom Building L; Reconstruction of 1-Classroom Building L,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=120091
0,4545 Old Ranch Way,,,,,119984,,1/12/2023,,Folsom,"2/28/22 $351,600.00 check received for fees -JB
Processed revised DSA 1 to update Project Name, Address, and Estimated cost. (KW) 11/4/2022",0,4/23/2025 11:29:53 AM,,"$1,110,291.04","$59,083,389.00",,,,"$48,000,000.00",34-19,,,,,,02,67330-245,Class 1,Alder Creek Elementary School (folsom Cordova Usd),Construction of 1-single building two story elementary school + site work,School (K-12),,4/12/2022,,,,NA,,,95630,"$50,000,000.00",$0.00,11/4/2022,,119984,,34-19,,34,34-19,Folsom Cordova Unified School District,02  119984,"$60,193,680.04",0,0,"2/28/22 $351,600.00 check received for fees -JB
Processed revised DSA 1 to update Project Name, Address, and Estimated cost. (KW) 11/4/2022",02,Alder Creek Elementary School (folsom Cordova Usd),67330-245,0,4545 Old Ranch Way,Alder Creek Elementary School (folsom Cordova Usd),Construction of 1-single building two story elementary school + site work,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=119984
0,249 Flower Drive,,,,,119022,,12/24/2021,,Folsom,Revised REG rec'd 3/30/21 and Revised Intended Sub. 5/18/21(cs);Pmnt entered 4/22/2021 DT.,0,3/22/2024 9:10:04 AM,,"$453,411.25","$8,157,343.00",,,,"$6,500,000.00",34-19,,,,,,02,67330-250,Class 1,Blanche Sprentz Elementary School (folsom Cordova Unified School District),"Alterations to 1-Classroom / Media Building; Construction of 1-Marquee Sign, 1-Multi-purpose Building",School (K-12),,6/8/2021,,,,NA,,,95630,$0.00,$0.00,,,119022,,34-19,6/8/2021,34,34-19,Folsom Cordova Unified School District,02  119022,"$8,610,754.25",0,0,Revised REG rec'd 3/30/21 and Revised Intended Sub. 5/18/21(cs);Pmnt entered 4/22/2021 DT.,02,Blanche Sprentz Elementary School (folsom Cordova Unified School District),67330-250,0,249 Flower Drive,Blanche Sprentz Elementary School (folsom Cordova Unified School District),"Alterations to 1-Classroom / Media Building; Construction of 1-Marquee Sign, 1-Multi-purpose Building",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=119022
0,1965 Birkmount Drive,,,,,120508,,12/8/2022,,Rancho Cordova,"9/8/22 $16,380.00 check received -JB",0,9/2/2023 2:30:54 PM,,$0.00,"$672,040.00",,,,"$1,200,000.00",34-19,,,,,,02,67330-269,Class 3,Education Services Center (folsom Cordova Usd),Alterations to 1-3rd floor office space,School (K-12),,9/14/2022,,,,NA,,,95742,$0.00,$0.00,,,120508,,34-19,,34,34-19,Folsom Cordova Unified School District,02  120508,"$672,040.00",0,0,"9/8/22 $16,380.00 check received -JB",02,Education Services Center (folsom Cordova Usd),67330-269,0,1965 Birkmount Drive,Education Services Center (folsom Cordova Usd),Alterations to 1-3rd floor office space,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=120508
0,75 Dean Way,,,,,118459,,8/4/2020,,Folsom,"L02-502199(cs); Check for $24700. Rvcd 6/12/2020 DT. 
**1yr Extension granted by Harlan Reymont on 9/3/2021, to expire 8/4/2022 (KW)**",0,,,$0.00,$0.00,,,,"$1,900,000.00",34-19,,,,,,02,67330-248,Class 1 & RBIP,Folsom Hope Community Center (folsom Cordova Unified School District),Construction of 1-Office/Pre-School Building,School (K-12),,6/10/2020,,,,NA,,,95630,$0.00,$0.00,,,118459,8/4/2022,34-19,,34,34-19,Folsom Cordova Unified School District,02  118459,$0.00,0,0,"L02-502199(cs); Check for $24700. Rvcd 6/12/2020 DT. 
**1yr Extension granted by Harlan Reymont on 9/3/2021, to expire 8/4/2022 (KW)**",02,Folsom Hope Community Center (folsom Cordova Unified School District),67330-248,0,75 Dean Way,Folsom Hope Community Center (folsom Cordova Unified School District),Construction of 1-Office/Pre-School Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=118459
0,500 Blue Ravine Road,,,,,120391,,2/21/2023,,Folsom,"8/18/22 $60,600.00 check received -JB",0,2/21/2025 10:14:44 AM,,$0.00,"$6,860,320.00",,,,"$6,500,000.00",34-19,,,,,,02,67330-267,Class 2,Folsom Middle School (folsom Cordova Usd),"Alterations to 1-Administration Building, 21-Classroom Buildings (Relocatable), 1-Multi-purpose Building, 1-Gymnasium Building, 1-Classroom Building (2-story)",School (K-12),,8/22/2022,,,,NA,,,95630,$0.00,$0.00,,,120391,,34-19,,34,34-19,Folsom Cordova Unified School District,02  120391,"$6,860,320.00",0,0,"8/18/22 $60,600.00 check received -JB",02,Folsom Middle School (folsom Cordova Usd),67330-267,0,500 Blue Ravine Road,Folsom Middle School (folsom Cordova Usd),"Alterations to 1-Administration Building, 21-Classroom Buildings (Relocatable), 1-Multi-purpose Building, 1-Gymnasium Building, 1-Classroom Building (2-story)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=120391
0,735 Halidon Way,,,,,121931,,3/7/2024,,Folsom,Check #96 389519 for $28500.00 rcvd on 12/12/23 (KW),0,2/13/2025 3:33:08 PM,,"$212,898.30","$2,452,798.00",,,,"$2,500,000.00",34-19,,,,,,02,67330-280,Class 3,Gold Ridge Elementary School (folsom Cordova Usd),"Alterations to 1-Administration Building Unit A, 1-Multi-purpose Building Unit B, 4-Classroom Buildings Units E, D, F, G, 1-Library Building Unit C",School (K-12),,12/13/2023,,,,NA,,,95630,$0.00,$0.00,,,121931,,34-19,,34,34-19,Folsom Cordova Unified School District,02  121931,"$2,665,696.30",0,0,Check #96 389519 for $28500.00 rcvd on 12/12/23 (KW),02,Gold Ridge Elementary School (folsom Cordova Usd),67330-280,0,735 Halidon Way,Gold Ridge Elementary School (folsom Cordova Usd),"Alterations to 1-Administration Building Unit A, 1-Multi-purpose Building Unit B, 4-Classroom Buildings Units E, D, F, G, 1-Library Building Unit C",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=121931
0,500 Turn Pike Drive,,,,,119570,,2/28/2022,,Folsom,"12/17/21 $49,500.00 check received for fees -JB",0,4/3/2023 8:29:46 AM,,"$306,325.00","$5,157,000.00",,,,"$5,000,000.00",34-19,,,,,,02,67330-260,Class 3,Natoma Station Elementary School (folsom Cordova Unified School District),"Alterations to 4-Classroom Buildings (Relocatable) (J, P2, P3, P4), 1-Library Building (C), 1-Kindergarten Building (G), 1-Administration Building (A), 1-Multi-purpose Building (B), 3-Classroom Buildings (D, E, F); Relocation of 1-Classroom Building  (Relocatable)(P1)",School (K-12),,12/17/2021,,,,NA,,,95630,$0.00,$0.00,,,119570,,34-19,12/17/2021,34,34-19,Folsom Cordova Unified School District,02  119570,"$5,463,325.00",0,0,"12/17/21 $49,500.00 check received for fees -JB",02,Natoma Station Elementary School (folsom Cordova Unified School District),67330-260,0,500 Turn Pike Drive,Natoma Station Elementary School (folsom Cordova Unified School District),"Alterations to 4-Classroom Buildings (Relocatable) (J, P2, P3, P4), 1-Library Building (C), 1-Kindergarten Building (G), 1-Administration Building (A), 1-Multi-purpose Building (B), 3-Classroom Buildings (D, E, F); Relocation of 1-Classroom Building  (Relocatable)(P1)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=119570
0,1655 Iron Point Road,,,,,121946,,6/25/2024,,Folsom,"12/7/23 Per revised DSA 1-REG requests expedited review and comments returned by first week of march (KW).
Revised Submittal date from 1/18/24 to 2/28/24 (KW)",0,,,$0.00,"$2,297,722.00",,,,"$10,000,000.00",34-H3,,,,,,02,67330-281,Class 3,Folsom High School (folsom Cordova Usd),"Alterations to 1-Campus Fire Alarm upgrade, 4-HVAC upgrade",School (K-12),,2/29/2024,,,,NA,,,95630,$0.00,$0.00,,,121946,,34-H3,2/29/2024,34,34-H3,Folsom Cordova Unified School District,02  121946,$0.00,0,0,"12/7/23 Per revised DSA 1-REG requests expedited review and comments returned by first week of march (KW).
Revised Submittal date from 1/18/24 to 2/28/24 (KW)",02,Folsom High School (folsom Cordova Usd),67330-281,0,1655 Iron Point Road,Folsom High School (folsom Cordova Usd),"Alterations to 1-Campus Fire Alarm upgrade, 4-HVAC upgrade",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=121946
0,1970 Broadstone Parkway,,,,,123371,,7/17/2025,,Folsom,5/8/25 CHECK#96-408040 FOR $22320.00 Paid for fee. (IA),0,,,$0.00,$0.00,,,,"$1,800,000.00",34-H3,,,,,,02,67330-292,Class 3,Vista Del Lago High School (folsom Cordova Unified School District),"Alterations to 1-Pool Building J, 1-Swimming Pool",School (K-12),,5/21/2025,,,,NA,,,95630,$0.00,$0.00,,,123371,,34-H3,,34,34-H3,Folsom Cordova Unified School District,02  123371,$0.00,0,0,5/8/25 CHECK#96-408040 FOR $22320.00 Paid for fee. (IA),02,Vista Del Lago High School (folsom Cordova Unified School District),67330-292,0,1970 Broadstone Parkway,Vista Del Lago High School (folsom Cordova Unified School District),"Alterations to 1-Pool Building J, 1-Swimming Pool",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=123371
0,10850 Gadsten Way,,,,,119073,,5/28/2021,,Rancho Cordova,"SPOTC(cs).
Plan Review Fee received 4/22/21 Check No. 96-358416 for $23,125.00 - JA",0,9/20/2022 1:59:37 PM,,"$34,703.00","$1,116,250.00",,,,"$1,750,000.00",34-H3,,,,,,02,67330-258,Class 3,Walnutwood High School (folsom Cordova Unified School District),"Alterations to 1-Office Building (Relocatable), 3-Classroom Buildings (Relocatable); Relocation of 2-Office Buildings (Relocatable), 1-Toilet Building (Relocatable), 5-Classroom Buildings (Relocatable)",School (K-12),,4/22/2021,,,,NA,,,95670,$0.00,$0.00,,,119073,,34-H3,,34,34-H3,Folsom Cordova Unified School District,02  119073,"$1,150,953.00",0,0,"SPOTC(cs).
Plan Review Fee received 4/22/21 Check No. 96-358416 for $23,125.00 - JA",02,Walnutwood High School (folsom Cordova Unified School District),67330-258,0,10850 Gadsten Way,Walnutwood High School (folsom Cordova Unified School District),"Alterations to 1-Office Building (Relocatable), 3-Classroom Buildings (Relocatable); Relocation of 2-Office Buildings (Relocatable), 1-Toilet Building (Relocatable), 5-Classroom Buildings (Relocatable)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=119073
0,1019 Beaver Park Way,,,,,121503,,11/21/2023,,Galt,"07/07/2023 REG-1 Revised form Updated. (IA)
06/22/2023 check#99-419974 for $5410.00 paid for fee. (IA)

10/23/24 - No additional documents are required. The project is closed. NP 10/23/24",0,,,$0.00,$0.00,,,,"$1,664,000.00",34-25,,,,,,02,67348-25,N/A,Galt Joint Union Elementary School District (galt Joint Union Elementary School District ),Construction of 1-Storage / Maintenance Building,School (K-12),,9/1/2023,,,,NA,,,95632,$0.00,$0.00,,,121503,,34-25,9/1/2023,34,34-25,Galt Joint Union Elementary School District,02  121503,$0.00,0,0,"07/07/2023 REG-1 Revised form Updated. (IA)
06/22/2023 check#99-419974 for $5410.00 paid for fee. (IA)

10/23/24 - No additional documents are required. The project is closed. NP 10/23/24",02,Galt Joint Union Elementary School District (galt Joint Union Elementary School District ),67348-25,0,1019 Beaver Park Way,Galt Joint Union Elementary School District (galt Joint Union Elementary School District ),Construction of 1-Storage / Maintenance Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=121503
0,248 West A Street,,,,,122533,,5/22/2024,,Galt,"payment of $17,370.00 received 5/6/2024 MC",0,,,$0.00,"$315,000.00",,,,"$1,300,000.00",34-25,,,,,,02,67348-26,Class 3 & RBIP,Greer Elementary (galt Joint Union Elementary School District),Construction of 2-Classroom Buildings (Relocatable),School (K-12),,5/9/2024,,,,NA,,,95632,$0.00,$0.00,,,122533,,34-25,,34,34-25,Galt Joint Union Elementary School District,02  122533,"$315,000.00",0,0,"payment of $17,370.00 received 5/6/2024 MC",02,Greer Elementary (galt Joint Union Elementary School District),67348-26,0,248 West A Street,Greer Elementary (galt Joint Union Elementary School District),Construction of 2-Classroom Buildings (Relocatable),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=122533
0,21 C Street,,,,,120917,,6/29/2023,,Galt,"Pmnt of $50,610 rcvd 12/23/2022 DT.",0,3/27/2024 9:43:00 AM,,"$68,163.00","$5,588,388.00",,,,"$5,150,000.00",34-25,,,,,,02,67348-23,Class 2,Valley Oaks Elementary School (galt Joint Union Elementary School District),Construction of 1-Classroom Building (Bldg G),School (K-12),,1/17/2023,,,,NA,,,95632,$0.00,$0.00,,,120917,,34-25,,34,34-25,Galt Joint Union Elementary School District,02  120917,"$5,656,551.00",0,0,"Pmnt of $50,610 rcvd 12/23/2022 DT.",02,Valley Oaks Elementary School (galt Joint Union Elementary School District),67348-23,0,21 C Street,Valley Oaks Elementary School (galt Joint Union Elementary School District),Construction of 1-Classroom Building (Bldg G),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=120917
0,21 C St.,,,,,122791,,12/19/2024,,Galt,"payment of $33,540.00 received 8/29/2024 MC",0,,,$0.00,"$3,600,000.00",,,,"$3,100,000.00",34-25,,,,,,02,67348-27,Class 2,Valley Oaks Elementary School (galt Joint Union Elementary School District),"Alterations to 1-Multi-purpose Building F, 1-Library Building D, 1-Administration Building B; Construction of 1-Classroom Building H",School (K-12),,9/17/2024,,,,NA,,,95632,$0.00,$0.00,,,122791,,34-25,,34,34-25,Galt Joint Union Elementary School District,02  122791,$0.00,0,0,"payment of $33,540.00 received 8/29/2024 MC",02,Valley Oaks Elementary School (galt Joint Union Elementary School District),67348-27,0,21 C St.,Valley Oaks Elementary School (galt Joint Union Elementary School District),"Alterations to 1-Multi-purpose Building F, 1-Library Building D, 1-Administration Building B; Construction of 1-Classroom Building H",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=122791
0,145 N. Lincoln Way,,,,,122476,,1/21/2025,,Galt,payment of $6000 received 5/23/2024 HN,0,,,$0.00,$0.00,,,,"$2,500,000.00",34-H4,,,,,,02,67355-38,Class 3,Galt High School (galt Joint Union High School District),Alterations to 1-Campus Fire Alarm upgrade,School (K-12),,5/28/2024,,,,NA,,,95632,$0.00,$0.00,,,122476,,34-H4,,34,34-H4,Galt Joint Union High School District,02  122476,$0.00,0,0,payment of $6000 received 5/23/2024 HN,02,Galt High School (galt Joint Union High School District),67355-38,0,145 N. Lincoln Way,Galt High School (galt Joint Union High School District),Alterations to 1-Campus Fire Alarm upgrade,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=122476
0,12945 Marengo Rd.,,,,,122428,,9/30/2024,,Galt,"on line receipt in box 5/15/24 $21,707.52. Verified plan review fee(KD)
5/15/24 online payment received $21,707.52  (gl)",0,,,$0.00,"$1,738,133.14",,,,"$1,738,133.14",34-H4,,,,,,02,67355-37,Class 2,Liberty Ranch High School (galt Joint Union High School District),Alterations to 1-Sport Field; Construction of 6-Light Poles,School (K-12),,5/15/2024,,,,NA,,,95632,$0.00,$0.00,,,122428,,34-H4,,34,34-H4,Galt Joint Union High School District,02  122428,$0.00,0,0,"on line receipt in box 5/15/24 $21,707.52. Verified plan review fee(KD)
5/15/24 online payment received $21,707.52  (gl)",02,Liberty Ranch High School (galt Joint Union High School District),67355-37,0,12945 Marengo Rd.,Liberty Ranch High School (galt Joint Union High School District),Alterations to 1-Sport Field; Construction of 6-Light Poles,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=122428
0,900 Grace Avenue,,,,,118124,,6/3/2020,,Sacramento,"Early submittal approved by Kris Ganapathi mf; 1/15/20 Filing fee received, L02-502156(cs).",0,12/15/2021 6:40:04 AM,,"$232,230.00","$4,139,547.00",,,,"$4,000,000.00",34-GCCS,,,,,,02,76505-153,Class 1 & RBIP,Higher Learning Academy (gateway Community Charter Schools),"Alterations to 4-Classroom Buildings / Administration Buildings   / Multi-purpose Buildings; Construction of 1-Classroom Building, 1-Elevator Building",School (K-12),,3/2/2020,,,,NA,,,95838,$0.00,$0.00,,,118124,,34-GCCS,3/13/2020,34,34-GCCS,Gateway Community Charter Schools,02  118124,"$4,371,777.00",0,0,"Early submittal approved by Kris Ganapathi mf; 1/15/20 Filing fee received, L02-502156(cs).",02,Higher Learning Academy (gateway Community Charter Schools),76505-153,0,900 Grace Avenue,Higher Learning Academy (gateway Community Charter Schools),"Alterations to 4-Classroom Buildings / Administration Buildings   / Multi-purpose Buildings; Construction of 1-Classroom Building, 1-Elevator Building",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=118124
0,900 Grace Ave.,,,,,123491,,,,Sacramento,,0,,,$0.00,$0.00,,,,"$3,600,000.00",34-GCCS,,,,,,02,76505-400,,Rancho Del Paso K-12 Campus (gateway Community Charters),Construction of 1-Sports Field,School (K-12),,,,,,NA,,,95838,$0.00,$0.00,,,123491,,34-GCCS,,34,34-GCCS,Gateway Community Charter Schools,02  123491,$0.00,0,0,,02,Rancho Del Paso K-12 Campus (gateway Community Charters),76505-400,0,900 Grace Ave.,Rancho Del Paso K-12 Campus (gateway Community Charters),Construction of 1-Sports Field,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=123491
0,2500 New Market Drive,,,,,119050,,7/20/2021,,Sacramento,"07/11/2023 check#425721 for $1215.46 paid for Inv#12864. (IA)
Plan Review Fee received 5/6/21 - JA",0,7/27/2023 7:51:37 AM,,"$1,894,392.41","$3,500,000.00",,,,"$3,500,000.00",34-H10,,,,,,02,75283-147,Class 2,Inderkum High School (natomas Unified School District),"Construction of 4-Dug-outs, 2-Sport Fields, 1-Toilet Building, 2-Scoreboards, 4-Batting Cages",School (K-12),,5/6/2021,,,,NA,,,95835,$0.00,$0.00,,,119050,,34-H10,,34,34-H10,Natomas Unified School District,02  119050,"$5,394,392.41",0,0,"07/11/2023 check#425721 for $1215.46 paid for Inv#12864. (IA)
Plan Review Fee received 5/6/21 - JA",02,Inderkum High School (natomas Unified School District),75283-147,0,2500 New Market Drive,Inderkum High School (natomas Unified School District),"Construction of 4-Dug-outs, 2-Sport Fields, 1-Toilet Building, 2-Scoreboards, 4-Batting Cages",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=119050
2,2500 New Market Drive,,,,,119054,,7/9/2021,,Sacramento,Plan Review Fees received 5/10/21 - JA,0,6/22/2023 3:05:47 PM,,"$1,991,516.33","$11,000,000.00",,,,"$11,000,000.00",34-H10,,,,,,02,75283-140,Class 1,Inderkum High School (natomas Unified School District),"Construction of 4-Sport Fields, 2-Batting Cages, 2-Bullpens, 1-Classroom / Shop Building",School (K-12),,5/10/2021,,,,NA,,,95835,$0.00,$0.00,,,119054,,34-H10,,34,34-H10,Natomas Unified School District,02  119054,"$12,991,516.33",0,0,Plan Review Fees received 5/10/21 - JA,02,Inderkum High School (natomas Unified School District),75283-140,0,2500 New Market Drive,Inderkum High School (natomas Unified School District),"Construction of 4-Sport Fields, 2-Batting Cages, 2-Bullpens, 1-Classroom / Shop Building",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=119054
2,2500 New Market Dr.,,,,,120879,,3/23/2023,,Sacramento,"Pmnt of $28,500 rcvd 1/9/2023 DT.",0,,,$0.00,"$3,104,000.00",,,,"$2,500,000.00",34-H10,,,,,,02,75283-162,Class 3,Inderkum High School (natomas Unified School District),Alterations to 1-Administration Building; Construction of 1-Security Improvement,School (K-12),,1/9/2023,,,,NA,,,95835,$0.00,$0.00,,,120879,,34-H10,,34,34-H10,Natomas Unified School District,02  120879,$0.00,0,0,"Pmnt of $28,500 rcvd 1/9/2023 DT.",02,Inderkum High School (natomas Unified School District),75283-162,0,2500 New Market Dr.,Inderkum High School (natomas Unified School District),Alterations to 1-Administration Building; Construction of 1-Security Improvement,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=120879
0,3301 Fong Ranch Road,,,,,118348,,4/22/2020,,Sacramento,Pmnt of $6550 rvcd 4/13/2020 DT,0,,,$0.00,$0.00,,,,"$2,300,000.00",34-H10,,,,,,02,75283-141,N/A,Natomas High School (natomas Unified School District),Alterations to 1-Existing Synthetic Turf and P.O.T. modifications to comply with accessibility standards.,School (K-12),,4/14/2020,,,,NA,,,95834,$0.00,$0.00,,,118348,,34-H10,,34,34-H10,Natomas Unified School District,02  118348,$0.00,0,0,Pmnt of $6550 rvcd 4/13/2020 DT,02,Natomas High School (natomas Unified School District),75283-141,0,3301 Fong Ranch Road,Natomas High School (natomas Unified School District),Alterations to 1-Existing Synthetic Turf and P.O.T. modifications to comply with accessibility standards.,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=118348
0,3301 Fong Ranch Rd.,,,,,121333,,7/3/2023,,Sacramento,05/08/2023 check#99-408315 for $20340.00 paid for fee.(IA),0,,,$0.00,"$2,724,216.00",,,,"$1,600,000.00",34-H10,,,,,,02,75283-169,Class 3,Natomas High School (natomas Unified School District),Alterations to 1-Swimming Pool,School (K-12),,5/9/2023,,,,NA,,,95833,$0.00,$0.00,,,121333,,34-H10,,34,34-H10,Natomas Unified School District,02  121333,$0.00,0,0,05/08/2023 check#99-408315 for $20340.00 paid for fee.(IA),02,Natomas High School (natomas Unified School District),75283-169,0,3301 Fong Ranch Rd.,Natomas High School (natomas Unified School District),Alterations to 1-Swimming Pool,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=121333
0,3301 Fong Ranch Road,,,,,119501,,2/1/2022,,Sacramento,"Plan Review Fee received 10/27/21 Check No. 99-314597 for $24,300.00 - JA
05/08/2023 check#99-412507 for $7826.00 paid for Inv#12729.(IA)",0,5/16/2023 1:03:15 PM,,$0.00,"$2,792,173.00",,,,"$2,000,000.00",34-H10,,,,,,02,75283-154,Class 3,Natomas High School (natomas Unified School District),Alterations to 1-Administration Building,School (K-12),,11/1/2021,,,,NA,,,95834,$0.00,$0.00,,,119501,,34-H10,,34,34-H10,Natomas Unified School District,02  119501,"$2,792,173.00",0,0,"Plan Review Fee received 10/27/21 Check No. 99-314597 for $24,300.00 - JA
05/08/2023 check#99-412507 for $7826.00 paid for Inv#12729.(IA)",02,Natomas High School (natomas Unified School District),75283-154,0,3301 Fong Ranch Road,Natomas High School (natomas Unified School District),Alterations to 1-Administration Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=119501
0,Nec Fong Ranch Road And San Juan Road,,,,,119597,,6/15/2022,,Sacramento,12/1/21 Check for $56900.00 received for fees -JB,0,11/13/2024 1:26:14 PM,,"$931,416.49","$7,822,241.00",,,,"$6,000,000.00",34-H10,,,,,,02,75283-150,Class 2,Natomas High School (natomas Unified School District),Construction of 1-Health Services Building,School (K-12),,12/7/2021,,,,NA,,,95834,$0.00,$0.00,,,119597,,34-H10,,34,34-H10,Natomas Unified School District,02  119597,"$8,753,657.49",0,0,12/1/21 Check for $56900.00 received for fees -JB,02,Natomas High School (natomas Unified School District),75283-150,0,Nec Fong Ranch Road And San Juan Road,Natomas High School (natomas Unified School District),Construction of 1-Health Services Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=119597
0,3301 Fong Ranch Road,,,,,120281,,10/14/2022,,Sacramento,"SPOTC Request
6/20/22 submittal date revised to 8/3/22 -JB
8/3/22 $86,500.00 check received -JB",0,9/3/2024 3:11:35 PM,,"$688,482.41","$13,058,250.00",,,,"$10,000,000.00",34-H10,,,,,,02,75283-158,Class 2,Natomas High School (natomas Usd),"Construction of 1-Restroom Building, 4-Scoreboard, 2-Baseball field, 2-Softball Field, 2-Soccer Field",School (K-12),,8/3/2022,,,,NA,,,95834,$0.00,$0.00,,,120281,,34-H10,8/3/2022,34,34-H10,Natomas Unified School District,02  120281,"$13,746,732.41",0,0,"SPOTC Request
6/20/22 submittal date revised to 8/3/22 -JB
8/3/22 $86,500.00 check received -JB",02,Natomas High School (natomas Usd),75283-158,0,3301 Fong Ranch Road,Natomas High School (natomas Usd),"Construction of 1-Restroom Building, 4-Scoreboard, 2-Baseball field, 2-Softball Field, 2-Soccer Field",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=120281
