# Of Incr,Address,Adj Est.Amt#1,Adj Est.Amt#2,Adj Est.Date#1,Adj Est.Date#2,Application #,Approval Ext. Date,Approved Date,Auto Fire Detection,City,Client's Notes,Climate Zone,Closed Date,Complete Submittal Received Date,Construction Change Document Amt,Contracted Amt,EPR Approved Date,Energy Efficiency,Energy Notes,Estimated Amt,File #,HPI,HPI Hours,HPI Points,Included In Plan,OPSC #,Office ID,PTN #,Project Class,Project Name,Project Scope,Project Type,Project's Sq.footage,Received Date,Required,Required review services,SB 575,Special Type,Special review type,Sprinkler System,Zip,adjamt1,adjamt2,adjdate1,adjdate2,app,app_id,appextdate,client_id,comprecvdate,county_id,district_code,district_name,dsa_app_id,enotes,finalprojectcost,mode,new,notes,origin_id,project_name,ptn,sq,table_0_address,table_0_project_name,table_0_project_scope,url
0,7680 Windbridge Dr,,,,,103965,,,,Sacramento,final recommendation and entire scope constructed  GF 2/27/2003,,4/17/2003 10:41:01 AM,,$0.00,"$8,480.00",,,,"$9,000.00",34-53,,,,,67439-5,02,,Class 1,Matsuyama Elem (sacramento City Usd),CONST OF BALL WALL,School (K-12),,12/11/2001,,,,NA,,,95831,,,,,,103965,,34-53,,34,34-53,Sacramento City Unified School District,02  103965,,"$8,480.00",,,final recommendation and entire scope constructed  GF 2/27/2003,02,Matsuyama Elem (sacramento City Usd),,,7680 Windbridge Dr,Matsuyama Elem (sacramento City Usd),CONST OF BALL WALL,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=103965
0,7680 Windbridge Dr,,,,,103923,,12/17/2001 4:16:07 PM,,Sacramento,final recommendation GF 12/13/2002,,4/17/2003,,$0.00,"$165,234.00",,,,"$147,053.00",34-53,,,,,67439-5,02,,N/A,Matsuyama Elem (sacramento City Usd),Construction of DAYCARE BLDG (RELOCATABLE),School (K-12),,12/11/2001,,,,NA,,,95812,,,,,,103923,,34-53,,34,34-53,Sacramento City Unified School District,02  103923,,"$165,234.00",,,final recommendation GF 12/13/2002,02,Matsuyama Elem (sacramento City Usd),,,7680 Windbridge Dr,Matsuyama Elem (sacramento City Usd),Construction of DAYCARE BLDG (RELOCATABLE),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=103923
0,7680 Windbridge Dr.,,,,,114998,,3/24/2016,,Sacramento,"**Invoice #7486 for $2,072.84 paid 10/18/17 Deposited in HQ (AR)**
**Landscape Fee fro $500.00 L02-000032 paid on 3/24/16(CH)**",0,10/18/2017 4:55:57 PM,,"$38,350.00","$189,986.00",,,,"$200,000.00",34-53,,,,,,02,67439-299,Class 4 & RBIP,Matsuyama Elementary School (sacramento City Unified School District),Relocation of 3-Classroom Buildings (Relocatable),School (K-12),,3/24/2016,,,,NA,,,95831,$0.00,$0.00,,,,114998,,34-53,,34,34-53,Sacramento City Unified School District,02  114998,,"$228,336.00",0,0,"**Invoice #7486 for $2,072.84 paid 10/18/17 Deposited in HQ (AR)**
**Landscape Fee fro $500.00 L02-000032 paid on 3/24/16(CH)**",02,Matsuyama Elementary School (sacramento City Unified School District),67439-299,0,7680 Windbridge Dr.,Matsuyama Elementary School (sacramento City Unified School District),Relocation of 3-Classroom Buildings (Relocatable),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=114998
0,7680 Windbridge Dr.,,,,,113657,,7/2/2014,,Sacramento,**Invoice #6923 for $2023.06 paid on 12/16/14(ch)**,0,12/16/2014 4:16:57 PM,,$0.00,"$388,588.20",,,,"$220,000.00",34-53,,,,,,02,67439-241,Class 3,Matsuyama Elementary School (sacramento City Unified School District),Alterations to 10-Buildings (Fire Alarm System Upgrade),School (K-12),,5/7/2014,,,,NA,,,95831,$0.00,$0.00,,,,113657,,34-53,,34,34-53,Sacramento City Unified School District,02  113657,,"$388,588.20",0,0,**Invoice #6923 for $2023.06 paid on 12/16/14(ch)**,02,Matsuyama Elementary School (sacramento City Unified School District),67439-241,0,7680 Windbridge Dr.,Matsuyama Elementary School (sacramento City Unified School District),Alterations to 10-Buildings (Fire Alarm System Upgrade),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=113657
0,7680 Windbridge Drive,,,,,121658,,8/21/2023,,Sacramento,07/31/2023 check#97417320 for $1533.36 paid for fee. (IA),0,6/17/2025 1:04:38 PM,,"$2,939.77","$262,087.00",,,,"$191,670.00",34-53,,,,,,02,67439-484,Class 3,Matsuyama Elementary School (sacramento City Unified School District),Alterations to 1-Security Improvement,School (K-12),,8/2/2023,,,,NA,,,95831,$0.00,$0.00,,,,121658,,34-53,,34,34-53,Sacramento City Unified School District,02  121658,,"$271,680.77",0,0,07/31/2023 check#97417320 for $1533.36 paid for fee. (IA),02,Matsuyama Elementary School (sacramento City Unified School District),67439-484,0,7680 Windbridge Drive,Matsuyama Elementary School (sacramento City Unified School District),Alterations to 1-Security Improvement,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=121658
0,7680 Windbridge Dr.,,,,,121994,,3/29/2024,,Sacramento,"checked PR fees, they are correct(KD)
check #97422569 for $45,300.00 rcvd 12/26/24 (KW)",0,,,$0.00,"$8,205,000.00",,,,"$4,500,000.00",34-53,,,,,,02,67439-473,Class 2,Matsuyama Elementary School (sacramento City Unified School District),"Alterations to 1-Sport Field, 1-Multi-purpose Building 1, 1-Administration Building 2, 3-Classroom Buildings 5, 6 & 7, 6-Classroom Buildings (Relocatable) 3, 4, 8 - 11; Construction of 1-Kinder Shade Structure, 1-Shade Structure",School (K-12),,1/4/2024,,,,NA,,,95831,$0.00,$0.00,,,,121994,,34-53,,34,34-53,Sacramento City Unified School District,02  121994,,$0.00,0,0,"checked PR fees, they are correct(KD)
check #97422569 for $45,300.00 rcvd 12/26/24 (KW)",02,Matsuyama Elementary School (sacramento City Unified School District),67439-473,0,7680 Windbridge Dr.,Matsuyama Elementary School (sacramento City Unified School District),"Alterations to 1-Sport Field, 1-Multi-purpose Building 1, 1-Administration Building 2, 3-Classroom Buildings 5, 6 & 7, 6-Classroom Buildings (Relocatable) 3, 4, 8 - 11; Construction of 1-Kinder Shade Structure, 1-Shade Structure",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=121994
0,5241 J St.,,,,,112906,,11/22/2013,,Sacramento,"11/22/2013 - At ACS back-check appointment, client changed the project submittal to ACS Only and the scope of work to ""Barrier Removal"".  Application and scheduling screens have been updated IA/EE.**Application submitted for Structural, Fire and Access review and all three review were completed, only field portion of the fee is being refunded.11/25/13(ch)**",0,,,$0.00,"$135,754.00",,,,"$90,000.00",34-53,,,,,,02,67439-220,Class 3,Mcclaskey Adult School (sacramento Unified School District),Alterations to 1-Barrier Removal,Access Compliance Only - NOT K-14,,3/18/2013,,,,NA,,,95819,$0.00,$0.00,,,,112906,,34-53,,34,34-53,Sacramento City Unified School District,02  112906,,"$135,754.00",0,0,"11/22/2013 - At ACS back-check appointment, client changed the project submittal to ACS Only and the scope of work to ""Barrier Removal"".  Application and scheduling screens have been updated IA/EE.**Application submitted for Structural, Fire and Access review and all three review were completed, only field portion of the fee is being refunded.11/25/13(ch)**",02,Mcclaskey Adult School (sacramento Unified School District),67439-220,0,5241 J St.,Mcclaskey Adult School (sacramento Unified School District),Alterations to 1-Barrier Removal,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=112906
0,North End Of Mendocino Blvd,,,,,107620,,4/18/2006,,Sacramento,,,,,$0.00,$0.00,,,,"$10,000,000.00",34-53,,,,,,02,67439-116,Class 2,Mendocino Therapeutic Center (sacramento City Unified Sd),"Construction of Mix-use bldg., Canopy & Site work",School (K-12),,9/28/2005,,,,NA,,,,,,,,,107620,,34-53,11/2/2005,34,34-53,Sacramento City Unified School District,02  107620,,$0.00,,,,02,Mendocino Therapeutic Center (sacramento City Unified Sd),67439-116,,North End Of Mendocino Blvd,Mendocino Therapeutic Center (sacramento City Unified Sd),"Construction of Mix-use bldg., Canopy & Site work",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=107620
0,1901 60th Ave,,,,,105493,,3/23/2004,,Sacramento,"incomplete submittal. fax sent 7/2/2003  Adjusted est cost per architect's revised letter, application and fee. DBFinal recommendation made and portion scope constructed GF 4/25/2006Scope constructed as follows: ALTERATIONS TO (2)RELOCATABLE CLASSROOM BLDGS.,M.P. BLDG., ADMIN/K.G. BLDG., C.R./TOILET BLDG., & FIRE ALARM SYSTEM(ENTIRE CAMPUS) (PORTION) EXCLUDING COMPLETION OF ELECTRICAL UPGRADE",,10/23/2007,,"$24,267.59","$1,333,350.00",,,,"$550,000.00",34-53,,,,,,02,67439-30-1,Class 3,Morse Elem (sacramento City Usd),"Alteration to (2)Relocatable C.R. Bldgs, M.P. Bldg, Admin/K.G. Bldg, C.R./Toilet Bldg,  & Fire alarm system (entire campus)",School (K-12),,6/10/2003,,,,NA,,,95822,"$561,854.00",,9/17/2004,,,105493,,34-53,,34,34-53,Sacramento City Unified School District,02  105493,,"$1,357,617.59",,,"incomplete submittal. fax sent 7/2/2003  Adjusted est cost per architect's revised letter, application and fee. DBFinal recommendation made and portion scope constructed GF 4/25/2006Scope constructed as follows: ALTERATIONS TO (2)RELOCATABLE CLASSROOM BLDGS.,M.P. BLDG., ADMIN/K.G. BLDG., C.R./TOILET BLDG., & FIRE ALARM SYSTEM(ENTIRE CAMPUS) (PORTION) EXCLUDING COMPLETION OF ELECTRICAL UPGRADE",02,Morse Elem (sacramento City Usd),67439-30-1,,1901 60th Ave,Morse Elem (sacramento City Usd),"Alteration to (2)Relocatable C.R. Bldgs, M.P. Bldg, Admin/K.G. Bldg, C.R./Toilet Bldg,  & Fire alarm system (entire campus)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=105493
0,7300 Marin Ave.,,,,,119976,,4/1/2022,,Sacramento,"SPOTC Group 2
2/23/22 $6,260.00 check received for fees.-JB",0,,,$0.00,"$859,384.00",,,,"$400,000.00",34-53,,,,,,02,67439-391,Class 2,New Joseph Bonnheim Elementary (sacramento City Usd),Alterations to 1-Toilet Building; Construction of 1-30' x 60' Shade Structure,School (K-12),,2/25/2022,,,,NA,,,95820,$0.00,$0.00,,,,119976,,34-53,,34,34-53,Sacramento City Unified School District,02  119976,,"$859,384.00",0,0,"SPOTC Group 2
2/23/22 $6,260.00 check received for fees.-JB",02,New Joseph Bonnheim Elementary (sacramento City Usd),67439-391,0,7300 Marin Ave.,New Joseph Bonnheim Elementary (sacramento City Usd),Alterations to 1-Toilet Building; Construction of 1-30' x 60' Shade Structure,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=119976
0,John Still Dr,,,,,106644,,5/10/2005,,Sacramento,"** Re-exam Fee for $750.00 paid on 2/22/17(CH)**
**Invoice #4362 for 1975.85 paid on 9/18/13(ch)**
Incomplete submittal.NOTE: Scope change as follows... Building F was not built as part of this project application number. (LJ 7-20-09)",0,2/23/2017 2:43:38 PM,,"$383,892.97","$19,290,105.00",,,,"$14,300,000.00",34-53,,,,,,02,67439-105,Class 2,New South Area Elem (sacramento City Unified Sd),"Construction of 6 CR bldgs., , Admin. Bldg, M.P. Bldg, toilet bldg., shade structures, site work.",School (K-12),,10/13/2004,,,,NA,,,95832,$0.00,$0.00,,,,106644,,34-53,11/4/2004,34,34-53,Sacramento City Unified School District,02  106644,,"$19,673,997.97",0,0,"** Re-exam Fee for $750.00 paid on 2/22/17(CH)**
**Invoice #4362 for 1975.85 paid on 9/18/13(ch)**
Incomplete submittal.NOTE: Scope change as follows... Building F was not built as part of this project application number. (LJ 7-20-09)",02,New South Area Elem (sacramento City Unified Sd),67439-105,0,John Still Dr,New South Area Elem (sacramento City Unified Sd),"Construction of 6 CR bldgs., , Admin. Bldg, M.P. Bldg, toilet bldg., shade structures, site work.",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=106644
0,7050 San Joaquin Street,,,,,116514,,4/2/2018,,Sacramento,Form DSA-168 for Final Construction Cost has been submitted. The project is closed and no more documents are required. 6/29/20 (DD),0,,,"$697,324.00","$13,192,832.00",,,,"$14,623,081.00",34-53,,,,,,02,67439-348,N/A,New Transportation Facility (sacramento City Unified School District),Construction of 1-District Transportation Facility,Access Compliance Only - NOT K-14,,2/5/2018,,,,NA,,,95820,$0.00,$0.00,,,,116514,,34-53,,34,34-53,Sacramento City Unified School District,02  116514,,"$13,890,156.00",0,0,Form DSA-168 for Final Construction Cost has been submitted. The project is closed and no more documents are required. 6/29/20 (DD),02,New Transportation Facility (sacramento City Unified School District),67439-348,0,7050 San Joaquin Street,New Transportation Facility (sacramento City Unified School District),Construction of 1-District Transportation Facility,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=116514
0,6601 Steiner Dr,,,,,105497,,2/10/2004,,Sacramento,final recommendation and entire scope constructed  GF 3/11/2005,,7/8/2005,,"$128,997.00","$822,000.00",,,,"$760,000.00",34-53,,,,,,02,67439-70-3,Class 3,Nicholas Elem (sacramento City Usd),"Alteration to 3 CR bldgs, MP bldg., site work, fire alarm/ power upgrade.",School (K-12),,6/10/2003,,,,NA,,,95823,,,,,,105497,,34-53,,34,34-53,Sacramento City Unified School District,02  105497,,"$950,997.00",,,final recommendation and entire scope constructed  GF 3/11/2005,02,Nicholas Elem (sacramento City Usd),67439-70-3,,6601 Steiner Dr,Nicholas Elem (sacramento City Usd),"Alteration to 3 CR bldgs, MP bldg., site work, fire alarm/ power upgrade.",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=105497
0,6601 Steiner Dr,,,,,105273,,3/25/2004,,Sacramento,final recommendation and entire scope constructed  GF 2/22/2004 Closed #3.,,6/14/2004,,"$24,782.00","$857,000.00",,,,"$233,400.00",34-53,,,,,,02,67439-70-1,Class 3,Nicholas Elem (sacramento City Usd),"Alteration to 2 - C.R. Bldg/s , M.P. Bldg, K.G./Admin Bldg/s",School (K-12),,4/4/2003,,,,NA,,,95823,,,,,,105273,,34-53,,34,34-53,Sacramento City Unified School District,02  105273,,"$881,782.00",,,final recommendation and entire scope constructed  GF 2/22/2004 Closed #3.,02,Nicholas Elem (sacramento City Usd),67439-70-1,,6601 Steiner Dr,Nicholas Elem (sacramento City Usd),"Alteration to 2 - C.R. Bldg/s , M.P. Bldg, K.G./Admin Bldg/s",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=105273
0,6601 Steiner Dr,,,,,105257,,6/30/2003,,Sacramento,final recommendation and entire scope constructed  GF 2/17/2004,,10/1/2004,,"($7,519.32)","$1,149,436.47",,,,"$994,398.00",34-53,,,,,,02,67439-70-2,Class 4,Nicholas Elem (sacramento City Usd),Construction of 10 - 30X32 CRS (Relocatable),School (K-12),,4/15/2003,,,,NA,,,95827,,,,,,105257,,34-53,,34,34-53,Sacramento City Unified School District,02  105257,,"$1,141,917.15",,,final recommendation and entire scope constructed  GF 2/17/2004,02,Nicholas Elem (sacramento City Usd),67439-70-2,,6601 Steiner Dr,Nicholas Elem (sacramento City Usd),Construction of 10 - 30X32 CRS (Relocatable),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=105257
2,6601 Steiner Drive,,,,,121266,,8/1/2023,,Sacramento,05/12/2023 check#97414266 for $397500.00 paid for Fee. (IA),0,,,$0.00,"$55,000,000.00",,,,"$55,000,000.00",34-53,,,,,,02,67439-432,Class 1,Nicholas Elementary School (sacramento City Unified School District),"Alterations to 1-Site Improvement; Construction of 1-Administration / Multi-purpose Building A, 1-Library / Classroom Building E/F, 1-Classroom Building C/D, 1-Kindergarten Building B, 3-Shade Structures (Fabric), 3-Shade Structures (Steel Canopy), 1-Parking Lot",School (K-12),,5/15/2023,,,,NA,,,95823,$0.00,$0.00,,,,121266,,34-53,,34,34-53,Sacramento City Unified School District,02  121266,,$0.00,0,0,05/12/2023 check#97414266 for $397500.00 paid for Fee. (IA),02,Nicholas Elementary School (sacramento City Unified School District),67439-432,0,6601 Steiner Drive,Nicholas Elementary School (sacramento City Unified School District),"Alterations to 1-Site Improvement; Construction of 1-Administration / Multi-purpose Building A, 1-Library / Classroom Building E/F, 1-Classroom Building C/D, 1-Kindergarten Building B, 3-Shade Structures (Fabric), 3-Shade Structures (Steel Canopy), 1-Parking Lot",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=121266
0,2441 Stansberry Way,,,,,113516,,2/25/2014,,Sacramento,**Warrant for Invoice 6950 for $749.88 sent to ZIG 2/10/15(ch)**,0,2/11/2015 11:23:09 AM,,$0.00,"$182,490.00",,,,"$120,000.00",34-53,,,,,,02,67439-236,Class 2,O. W. Erlewine Elementary School (sacramento City Unified School District),Construction of 1-Shade Structure,School (K-12),,2/25/2014,,,,NA,,,95826,$0.00,$0.00,,,,113516,,34-53,,34,34-53,Sacramento City Unified School District,02  113516,,"$182,490.00",0,0,**Warrant for Invoice 6950 for $749.88 sent to ZIG 2/10/15(ch)**,02,O. W. Erlewine Elementary School (sacramento City Unified School District),67439-236,0,2441 Stansberry Way,O. W. Erlewine Elementary School (sacramento City Unified School District),Construction of 1-Shade Structure,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=113516
0,2441 Stansberry Way,,,,,116745,,3/29/2018,,Sacramento,Form DSA-168 for Final Construction Cost has been submitted. All fees have been reconciled. The project is closed and no more documents are required. 3/4/19  (DJD),0,,,"$23,689.04","$2,030,000.00",,,,"$2,500,000.00",34-53,,,,,,02,67439-352,N/A,O.w. Erlewine Elementary School (sacramento City Unified School District),Alterations to 1-Parking/playground re-paving & roof replacement without Mech unit modification,Access Compliance Only - NOT K-14,,3/29/2018,,,,NA,,,95826,$0.00,$0.00,,,,116745,,34-53,,34,34-53,Sacramento City Unified School District,02  116745,,"$2,053,689.04",0,0,Form DSA-168 for Final Construction Cost has been submitted. All fees have been reconciled. The project is closed and no more documents are required. 3/4/19  (DJD),02,O.w. Erlewine Elementary School (sacramento City Unified School District),67439-352,0,2441 Stansberry Way,O.w. Erlewine Elementary School (sacramento City Unified School District),Alterations to 1-Parking/playground re-paving & roof replacement without Mech unit modification,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=116745
0,2441 Stansberry Way,,,,,102136,,1/19/2001,,Sacramento,"Scope of work has been re-arranged to 2 inc's and more phases. This job cannot be closed out without completion of original scope of work. with required restrooms and parking as it is designed.

Contract amount changed per CO#1 - 2/13/02  /nd",,10/28/2003,,"$111,050.00","$1,852,850.00",,,,"$1,120,640.00",34-53,,,,,57-67439-00-00,02,,N/A,O.w. Erlewine Elementary School (sacramento City Usd),"Alteration to M.P. Bldg, Admin. Bldg, & (2) C.R. Bldg/s",School (K-12),,4/12/2000,,,,NA,,,95826,,,,,,102136,,34-53,,34,34-53,Sacramento City Unified School District,02  102136,,"$1,963,900.00",,,"Scope of work has been re-arranged to 2 inc's and more phases. This job cannot be closed out without completion of original scope of work. with required restrooms and parking as it is designed.

Contract amount changed per CO#1 - 2/13/02  /nd",02,O.w. Erlewine Elementary School (sacramento City Usd),,,2441 Stansberry Way,O.w. Erlewine Elementary School (sacramento City Usd),"Alteration to M.P. Bldg, Admin. Bldg, & (2) C.R. Bldg/s",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=102136
0,4501 Martin Luther King Jr Blvd,,,,,104530,,3/25/2004,,Sacramento,final recommendation and entire scope constructed  GF  12/17/2002 Closed #3. Re-open fee PAID on 5/21/04. DB,,9/11/2003,,"$1,797.00","$179,495.00",,,,"$150,000.00",34-53,,,,,,02,67439-27,Class 3,Oak Ridge Elem (sacramento City Usd),Alteration to Clsrm Bldg (Fire Alarm Upgrade),School (K-12),,7/1/2002,,,,NA,,,95812,,,,,,104530,,34-53,,34,34-53,Sacramento City Unified School District,02  104530,,"$181,292.00",,,final recommendation and entire scope constructed  GF  12/17/2002 Closed #3. Re-open fee PAID on 5/21/04. DB,02,Oak Ridge Elem (sacramento City Usd),67439-27,,4501 Martin Luther King Jr Blvd,Oak Ridge Elem (sacramento City Usd),Alteration to Clsrm Bldg (Fire Alarm Upgrade),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=104530
0,4501 Martin Luther King Blvd.,,,,,114918,,3/28/2016,,Sacramento,3/11/2016 Intake Review by SSS/SI.,0,12/22/2016 5:33:49 PM,,$0.00,"$829,969.00",,,,"$960,000.00",34-53,,,,,61/67439-0194,02,67439-293,Class 3,Oak Ridge Elementary School (sacramento City Unified School District),Alterations to 1-Administration / Classroom Building,School (K-12),,3/4/2016,,,,NA,,,95820,$0.00,$0.00,,,,114918,,34-53,,34,34-53,Sacramento City Unified School District,02  114918,,"$829,969.00",0,0,3/11/2016 Intake Review by SSS/SI.,02,Oak Ridge Elementary School (sacramento City Unified School District),67439-293,0,4501 Martin Luther King Blvd.,Oak Ridge Elementary School (sacramento City Unified School District),Alterations to 1-Administration / Classroom Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=114918
2,4501 Martin Luther King Jr. Blvd,,,,,120987,,5/31/2023,,Sacramento,"Pmnt of $397,500 rcvd 2/27/2023 DT.",0,,,$0.00,"$55,300,000.00",,,,"$55,000,000.00",34-53,,,,,,02,67439-431,Class 1 & RBIP,Oak Ridge Elementary School (sacramento City Unified School District),"Construction of 1-Administration / Multi-purpose Building A, 1-Classroom Building C, 1-Site Improvement, 2-Kindergarten Building K, 1-Elevator Building (Modular), 4-Shade Structures",School (K-12),,2/27/2023,,,,NA,,,95820,$0.00,$0.00,,,,120987,,34-53,,34,34-53,Sacramento City Unified School District,02  120987,,$0.00,0,0,"Pmnt of $397,500 rcvd 2/27/2023 DT.",02,Oak Ridge Elementary School (sacramento City Unified School District),67439-431,0,4501 Martin Luther King Jr. Blvd,Oak Ridge Elementary School (sacramento City Unified School District),"Construction of 1-Administration / Multi-purpose Building A, 1-Classroom Building C, 1-Site Improvement, 2-Kindergarten Building K, 1-Elevator Building (Modular), 4-Shade Structures",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=120987
0,4501 Martin Luther King Jr. Blvd.,,,,,102631,,10/10/2000,,Sacramento,"SACRAMENTO CITY UNIFIED-PO BOX 2271-SAC 95812
Entire scope constructed  GF  12/15/2000//Closed #1",,8/20/2001,,$0.00,$0.00,,,,"$4,000.00",34-53,,,,,,02,,Class 1,Oak Ridge Elementary School (sacramento City Unified Sd),CONSTRUCTION OF BALL WALL,School (K-12),,9/26/2000,,,,NA,,,,,,,,,102631,,34-53,,34,34-53,Sacramento City Unified School District,02  102631,,$0.00,,,"SACRAMENTO CITY UNIFIED-PO BOX 2271-SAC 95812
Entire scope constructed  GF  12/15/2000//Closed #1",02,Oak Ridge Elementary School (sacramento City Unified Sd),,,4501 Martin Luther King Jr. Blvd.,Oak Ridge Elementary School (sacramento City Unified Sd),CONSTRUCTION OF BALL WALL,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=102631
0,2718 G Street,,,,,111020,,,,Sacramento,"This project was cancelled per architect's request dated 1/6/11 (KU)
Project to be voided per client on 01/04/2010 - EE.",0,,,$0.00,$0.00,,,,"$25,000.00",34-53,,,,,,02,67439-176,N/A,Old Marshall School (sacramento Unified School District),Relocation of 1-Playground Equipment - Accessibility Upgrade,Access Compliance Only - NOT K-14,,9/28/2009,,,,NA,,,95824,$0.00,$0.00,,,,111020,,34-53,,34,34-53,Sacramento City Unified School District,02  111020,,$0.00,0,0,"This project was cancelled per architect's request dated 1/6/11 (KU)
Project to be voided per client on 01/04/2010 - EE.",02,Old Marshall School (sacramento Unified School District),67439-176,0,2718 G Street,Old Marshall School (sacramento Unified School District),Relocation of 1-Playground Equipment - Accessibility Upgrade,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=111020
0,6201 41st Street,,,,,101577,,10/14/1999,,Sacramento,"SACRAMENTO CITY UNIFIED SCHOOL DISTRICT
425 FIRST STREET SACTO CA 95815
Entire scope constructed ??  GF  1/11/2001 / closed 1",,5/18/2001,,$0.00,"$342,891.00",,,,"$450,000.00",34-53,,,,,,02,,Class 1,Pacific Elementary School,ALTERATIONS TO SIX CLASSROOM BUILDINGS (RELOCATION)(STOCKPILE APP # 04-101311),School (K-12),,9/14/1999,,,,NA,,,95824,,,,,,101577,,34-53,,34,34-53,Sacramento City Unified School District,02  101577,,"$342,891.00",,,"SACRAMENTO CITY UNIFIED SCHOOL DISTRICT
425 FIRST STREET SACTO CA 95815
Entire scope constructed ??  GF  1/11/2001 / closed 1",02,Pacific Elementary School,,,6201 41st Street,Pacific Elementary School,ALTERATIONS TO SIX CLASSROOM BUILDINGS (RELOCATION)(STOCKPILE APP # 04-101311),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=101577
0,6201 41st Street,,,,,101608,,10/14/1999,,Sacramento,"SACRAMENTO CITY UNIFIED S D
425 FIRST STREET SACRAMENTO CA 95818
Entire scope constructed   GF 1/11/2001 / closed 1",,5/18/2001,,$0.00,$0.00,,,,"$270,000.00",34-53,,,,,,02,,Class 1,Pacific Elementary School,CONSTRUCTION OF CLASSROOM BUILDING (RELOCATABLE),School (K-12),,9/23/1999,,,,NA,,,95824,,,,,,101608,,34-53,,34,34-53,Sacramento City Unified School District,02  101608,,$0.00,,,"SACRAMENTO CITY UNIFIED S D
425 FIRST STREET SACRAMENTO CA 95818
Entire scope constructed   GF 1/11/2001 / closed 1",02,Pacific Elementary School,,,6201 41st Street,Pacific Elementary School,CONSTRUCTION OF CLASSROOM BUILDING (RELOCATABLE),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=101608
0,6201 41st Street,,,,,101646,,1/14/2003,,Sacramento,11/27/2002 project voided/Plans approved 1/14/2003 SACTO CITY U S D 425 FIRST ST SACTO CA 95818,0,3/12/2013 4:55:03 PM,,$0.00,"$315,000.00",,,,"$315,000.00",34-53,,,,,,02,N/A,N/A,Pacific Elementary School (sacramento City U S D),Construction of CONSTRUCTION OF TEACHER TRAINING BLDG,School (K-12),,10/12/1999,,,,NA,,,95824,,,,,,101646,,34-53,,34,34-53,Sacramento City Unified School District,02  101646,,"$315,000.00",0,0,11/27/2002 project voided/Plans approved 1/14/2003 SACTO CITY U S D 425 FIRST ST SACTO CA 95818,02,Pacific Elementary School (sacramento City U S D),N/A,0,6201 41st Street,Pacific Elementary School (sacramento City U S D),Construction of CONSTRUCTION OF TEACHER TRAINING BLDG,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=101646
